REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,C2_5
1971,71,12507282,1028600001880,1971,047162740,2/1/2013,ОАО ХАНТЫ-МАНСИЙСКИЙ БАНК,"628012, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Ханты-Мансийск, ул. Мира, 38",31
1972,92,13000543,1021600002148,1972,049202792,2/1/2013,"АБ ""Девон-Кредит"" (ОАО)","423450, Республика Татарстан, г.Альметьевск, ул.Ленина, 77",17
1973,92,12998664,1021600000366,1973,049205795,2/1/2013,"ООО ""АвтоКредитБанк""","420066, г.Казань, пр-т Ибрагимова, д.48",17
1975,45,16249960,1020400000081,1975,048405731,2/1/2013,"ООО КБ ""АйМаниБанк""","125212, г.Москва, ул. Выборгская, д. 16, корп. 2",28
1978,45,09318941,1027739555282,1978,044585659,2/1/2013,"ОАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""","107045,  г. Москва, Луков переулок, д. 2, стр. 1",31
1982,45,17337293,1037739296825,1982,044525279,2/1/2013,"КБ ""БТФ"" ООО","117485,  г. Москва, ул. Профсоюзная, д.84/32, стр. 14",31
1987,45,09307496,1027739097165,1987,044525832,2/1/2013,"ЗАО ""МАБ""","125167,  г. Москва, Ленинградский проспект, д. 37, корп.12",17
1988,82,25126400,1020500000509,1988,048209734,2/1/2013,"АКБ ""ЭНО"" (ОАО)","367000, Республика Дагестан,  г.Махачкала, ул. Даниялова, д.1 ""В""",23
1991,82,25127115,1020500000058,1991,048209742,2/1/2013,"ООО ""ЭСИДБАНК""","367000, Республика Дагестан, г. Махачкала, ул. Коркмасова, 45",20
2011,57,12036859,1025900003854,2011,045773707,2/1/2013,"ОАО АКБ ""ЭКОПРОМБАНК""","614000, г. Пермь, ул. Екатерининская, 120",17
2015,01,20986262,1022200525819,2015,040173745,2/1/2013,"""СИБСОЦБАНК"" ООО","656038, Алтайский край, г.Барнаул, ул.К.Маркса, 1",18
2023,26,,1020600000080,2023,042618761,2/1/2013,"КБ ""Сунжа"" ООО","386203, Республика Ингушетия, Сунженский район, ст. Орджоникидзевская,  ул. Осканова, 32",17
2027,45,16937128,1021100000393,2027,044579733,2/1/2013,"КБ ""Геобанк"" (ООО)","123557, г. Москва, Электрический переулок, д. 3/10, стр. 1",17
2029,66,12356727,1126700000558,2029,046614754,2/1/2013,"ОАО ""Смоленский Банк""","214000, город Смоленск, ул.Тенишевой, д.6 а",18
2034,45,12391945,1027739058720,2034,044583963,2/1/2013,"АКБ ""СЕРВИС-РЕЗЕРВ"" БАНК (ЗАО)","119071,  г. Москва, ул. Орджоникидзе, д. 10",30
2035,45,16260171,1020900001770,2035,044599527,2/1/2013,"ОАО АКБ ""РФА""","127051, г. Москва, Малый Каретный пер.,  д. 11-13, стр. 1",17
2037,45,22712652,1027739441014,2037,044579257,2/1/2013,"КБ ""Кредитимпэкс Банк"" (ООО)","119002, г. Москва, ул. Арбат, д. 54/2, стр. 1",17
2048,22,10658812,1025200001254,2048,042204721,2/1/2013,"ОАО ""АКБ САРОВБИЗНЕСБАНК""","607189, Нижегородская область, г.Саров, улица Силкина, 13",31
2050,45,17501108,1027739435646,2050,044583211,2/1/2013,"ЗАО ""РСКБ""","119002,  г. Москва, Денежный переулок, д. 7, корп. 2",17
2053,70,12467269,1027100000014,2053,047003725,2/1/2013,"ОАО ""Спиритбанк""","300012, Тульская область, г.Тула, пр.Ленина, 85а",29
2055,45,09307450,1027739824881,2055,044583893,2/1/2013,"ЗАО КБ ""Квота-банк""","109004,  г. Москва, ул. Земляной вал, д. 72, стр. 2",21
2063,01,21417572,1022200526061,2063,040173743,2/1/2013,"ОАО КБ ""ФорБанк""","656056, Алтайский край, г.Барнаул, ул.Гоголя, д.36/ул.Горького М., д.29",17
2065,61,12208964,1026200004060,2065,046126744,2/1/2013,"ООО ""МКБ им. С. ЖИВАГО""","390000, г. Рязань,  ул. Почтовая, д. 64",23
2070,92,27889467,1021600000267,2070,049205919,2/1/2013,"ЗАО АКБ ""Кара Алтын""","420126, г.Казань, ул. Амирхана, д.15",17
2071,65,25025053,1026600005013,2071,046577851,2/1/2013,"ООО ""Плато-банк""","620014, г. Екатеринбург, ул. 8 Марта, 2, офис 19",17
2073,45,25095585,1020500000510,2073,044585536,2/1/2013,"ОАО БАНК ""МБФИ""","105062, г. Москва, Подсосенский  пер, д. 17",20
2074,45,09317520,1027700095830,2074,044585291,2/1/2013,"""Объединенный национальный банк"" (ООО)","111558,  г. Москва, Свободный пр., дом 8",31
2085,32,16374100,1024200685948,2085,043207780,2/1/2013,"ООО КБ ""Тайдон""","650070, Кемеровская область, г. Кемерово, пр. Молодежный, д. 5",17
2093,18,22360041,1023400000964,2093,041806791,2/1/2013,"ОАО КБ ""РусЮгбанк""","400066, г.Волгоград, ул.им.Гагарина, д.7",24
2098,82,25094373,1020500001873,2098,048209744,2/1/2013,"АИБ ""Имбанк"" (ОАО)","367037, Республика Дагестан, г.Махачкала, ул. Ирчи-Казака, 35А",17
2103,30,10874390,1024100000165,2103,043002717,2/1/2013,"""Муниципальный Камчатпрофитбанк"" (ЗАО)","683032, Камчатский край, г.Петропавловск-Камчатский, ул. Пограничная, 19",22
2108,45,17514743,1027739300050,2108,044585374,2/1/2013,"КБ ""Транснациональный банк"" (ООО)","119180,  г. Москва, 1-й Хвостов пер., д. 3А, стр. 2",28
2110,45,17504207,1027739250285,2110,044585259,2/1/2013,"АКБ ""ПЕРЕСВЕТ"" (ЗАО)","123100,  г. Москва, Краснопресненская набережная, д.14",18
2119,45,17507909,1027739176080,2119,044552200,2/1/2013,"ЗАО АКБ ""Алеф-Банк""","117218, г. Москва, ул. Кржижановского, д. 21/33, корп. 1",17
2123,69,24635252,1027000000059,2123,046902727,2/1/2013,"ООО ""Промрегионбанк""","634009, г. Томск, пер. Войкова, 2А",22
2136,45,17546341,1027700523718,2136,044579443,2/1/2013,"КБ ""Экономикс-Банк"" (ООО)","101000,  г. Москва, ул. Мясницкая, дом 46, стр.1",20
2142,45,17529124,1027739048204,2142,044525562,2/1/2013,"ОАО ""ТрансКредитБанк""","105066,  г. Москва, ул. Новая Басманная, дом 37 А",23
2145,46,17531316,1025000002411,2145,044599780,2/1/2013,"АКБ ""ХОВАНСКИЙ"" (ЗАО)","141200, Московская область, г. Пушкино, Писаревский проезд, д 7",20
2148,18,22498791,1023400000271,2148,041806799,2/1/2013,"ОАО ""АКБ ""КОР""","400087, г. Волгоград, ул. Невская, 3",20
2152,40,23530918,1027800000403,2152,044030724,2/1/2013,"ОАО ""СЕВЗАПИНВЕСТПРОМБАНК""","191040, г. Санкт-Петербург, ул. Марата, 36-38, литер А",17
2156,45,17507529,1027739345281,2156,044585272,2/1/2013,"ЗАО ""Нефтепромбанк""","123001,  г. Москва, Вспольный пер., д.19/20, стр.1",17
2157,45,17508352,1027739174759,2157,044552695,2/1/2013,"АКБ ""ФИНПРОМБАНК"" (ОАО)","107045,  г. Москва, Последний переулок, д.24",17
2158,45,17530400,1037700126089,2158,044583260,2/1/2013,"АКБ ""БАСМАННЫЙ"" (ЗАО)","105066,  г. Москва, ул.Нижняя Красносельская, д.35, стр. 52",31
2166,45,17528320,1027739738135,2166,044585249,2/1/2013,"КБ ""Информпрогресс"" (ООО)","109012, г. Москва, ул. Никольская, д.19-21/1",17
2167,45,21783124,1022300000051,2167,044552534,2/1/2013,"ОАО АПБ ""Екатерининский""","125009, г. Москва, Леонтьевский пер., д. 25",19
2168,45,24387587,1027739664260,2168,044525811,2/1/2013,"КБ ""БНП Париба Восток"" ООО","125040, г. Москва, ул. Правды, д. 26",17
2170,45,29296062,1027700458224,2170,044525933,2/1/2013,"АКБ ""НРБанк"" (ОАО)","117036, г. Москва, просп. 60-летия Октября, 10 А",20
2179,45,29310827,1037711013295,2179,044585297,2/1/2013,"ОАО Банк ""ОТКРЫТИЕ""","119021, г. Москва, ул. Тимура Фрунзе, д. 11, стр. 13",31
2192,45,17528047,1037739599402,2192,044583337,2/1/2013,"КБ ""Рублевский"" ООО","119991,  г. Москва, ул. Льва Толстого, д.5/1, стр.1",17
2207,92,13000065,1021600000421,2207,049205858,2/1/2013,"АКБ ""Спурт"" (ОАО)","420107, г.Казань, ул.Спартаковская, дом 2",18
2208,53,11921234,1025600000854,2208,045354860,2/1/2013,"АКБ ""Форштадт"" (ЗАО)","460001, Оренбургская область, г. Оренбург, ул. Чкалова, 35/1",24
2209,45,17526887,1027739019208,2209,044525985,2/1/2013,"""НОМОС-БАНК"" (ОАО)","109240, г. Москва, ул. Верхняя Радищевская, д.3, стр.1",31
2210,45,26237308,1027739186970,2210,044525388,2/1/2013,"""ТКБ"" (ЗАО)","109147,  г. Москва, ул.Воронцовская, д.27/35",31
2211,45,24153783,1027739136622,2211,044579741,2/1/2013,"КБ ""РЭБ"" (ЗАО)","105062, г. Москва, пер. Подсосенский, д. 30, стр. 3",20
2216,45,17512023,1027739177377,2216,044525922,2/1/2013,"ЗАО ""Банк Интеза""","101000,  г. Москва, Петроверигский пер., д. 2",26
2225,60,27210292,1026100001949,2225,046015762,2/1/2013,"ОАО КБ ""Центр-инвест""","344000, г. Ростов-на-Дону, пр. Соколова, 62",27
2228,40,23047820,1027800000470,2228,044106770,2/1/2013,"ЗАО АКБ ""Констанс-Банк""","190000, Санкт-Петербург, ул. Большая Морская, д.55, литера ""А""",31
2232,82,25093617,1020500001059,2232,048209750,2/1/2013,"АКБ ""Адам Интернэшнл"" ОАО.","367002, Республика Дагестан, г. Махачкала, ул. М. Ярагского, 15 ""а""",17
2241,45,22316525,1027739328440,2241,044585416,2/1/2013,КИВИ Банк (ЗАО),"107031, г. Москва, Петровский переулок, д. 10, стр. 2",31
2244,52,23807805,1025500000635,2244,045279786,2/1/2013,"ЗАО КБ ""Мираф-Банк""","644043, город Омск, улица Фрунзе, дом 54",25
2245,45,17520519,1027739019373,2245,044583469,2/1/2013,"ОАО КБ ""КОСМОС""","123317,  г. Москва, Красногвардейский бульвар, д.7, стр.1",17
2248,45,32981436,1037700221635,2248,044585164,2/1/2013,"КБ ""ЭНЕРГОПРОМБАНК"" (ООО)","129090, г. Москва, Грохольский пер., д. 30 корп. 1",28
2249,91,24446255,1020900001902,2249,049133834,2/1/2013,"ЗАО ""Народный банк""","369000, Карачаево-Черкесская республика, г. Черкесск, улица Умара Алиева, дом 31а",17
2252,45,09316868,1027739463300,2252,044583131,2/1/2013,"АКБ ""ТЕНДЕР-БАНК"" (ЗАО)","125047,  г. Москва, ул. Гашека, д.2, стр.1",17
2253,45,17519611,1027739043628,2253,044583888,2/1/2013,"КБ ""ВЕТБ"" ЗАО","127287, г. Москва, ул. 2-ая Хуторская, д. 38 А, строение 25",17
2254,45,17515168,1077711000014,2254,044552625,2/1/2013,"Банк ""Кузнецкий мост"" ОАО","115054,  г. Москва, ул. Малая Пионерская, д. 37, стр.1",17
2258,45,17515524,1027739075407,2258,044585500,2/1/2013,"АКБ ""Мострансбанк"" ОАО","111033, г. Москва, ул. Волочаевская, д. 9, стр. 9",17
2264,14,22309962,1023100000406,2264,041403747,2/1/2013,"ОАО ""Северинвестбанк""","308004, Белгородская область, г. Белгород, ул. Щорса, дом 51",17
2267,82,25091239,1020500001103,2267,048209755,2/1/2013,"ОАО АКБ ""ЭЛЬБИН""","367025, Республика Дагестан, г. Махачкала, ул. Батырая, д.56",31
2269,45,17529377,1027739047181,2269,044525424,2/1/2013,"КБ ""Альта-Банк"" (ЗАО)","125047, г. Москва, ул. 2-ая Брестская, д. 30",17
2270,45,17531233,1027739495420,2270,044585293,2/1/2013,"ОАО ""ОФК Банк""","109240, г. Москва, ул. Николоямская, д. 7/8",31
2271,24,26482634,1023700007407,2271,042406738,2/1/2013,"АКБ ""Кранбанк"" (ЗАО)","153000, г.Иваново, пр.Фридриха Энгельса, д.53",24
2272,45,17522116,1027739460737,2272,044525256,2/1/2013,"ОАО АКБ ""РОСБАНК""","107078,  г. Москва, ул. Маши Порываевой, д.11",17
2273,45,17516446,1027739564786,2273,044552447,2/1/2013,"ООО КБ ""Банк БФТ""","115184, г. Москва, Руновский пер., д. 6, стр. 2",31
2275,45,32020814,1020280000190,2275,044525787,2/1/2013,"ОАО ""УРАЛСИБ""","119048, г. Москва, ул. Ефремова, 8",17
2285,60,24185062,1026103273382,2285,046015761,2/1/2013,"ОАО РАКБ ""Донхлеббанк""","344082, г. Ростов-на-Дону, ул. Шаумяна, 36А",21
2299,45,17526516,1027739224160,2299,044585742,2/1/2013,"АКБ ""ВЕК"" (ЗАО)","123242,  г. Москва, ул.Малая Грузинская, д.10 стр.1",18
2302,45,17526309,1027739055530,2302,044585288,2/1/2013,"КБ ""Совинком"" ООО","107076,  г. Москва, ул.Атарбекова, д.4 б",20
2304,40,27456165,1027800000315,2304,044030877,2/1/2013,"Банк ""Таврический"" (ОАО)","191123 Санкт-Петербург, ул. Радищева, 39",31
2306,45,17527415,1027700024560,2306,044525976,2/1/2013,"АКБ ""Абсолют Банк"" (ЗАО)","127051,  г. Москва, Цветной бульвар, д. 18",31
2307,45,17534194,1027739447922,2307,044585122,2/1/2013,"АКБ ""СОЮЗ"" (ОАО)","127055, г. Москва, ул. Сущевская, д. 27, стр. 1",17
2309,45,17537626,1027739857551,2309,044525213,2/1/2013,"АКБ ""БАНК КИТАЯ (ЭЛОС)""","129110,  г. Москва, Проспект Мира, д.72",17
2312,45,17525770,1037739527077,2312,044583266,2/1/2013,"АКБ ""РОССИЙСКИЙ КАПИТАЛ"" (ОАО)","121069,  г. Москва, ул.Большая Молчановка, д.21а",31
2313,45,17530475,1027739081930,2313,044525294,2/1/2013,"ОАО АКБ ""РУССОБАНК""","119121,  г. Москва, ул.Плющиха, д.10, стр.1",17
2316,36,21182608,1026300002244,2316,043601863,2/1/2013,"ЗАО АКБ ""ГАЗБАНК""","443100, г.Самара, ул.Молодогвардейская, д.224",31
2324,45,17532103,1027739042891,2324,044583932,2/1/2013,"Банк ""Клиентский"" (ОАО)","119526, г. Москва, проспект Вернадского, 97, корп. 3",23
2328,45,17526841,1037739768220,2328,044552550,2/1/2013,"ООО КБ ""ОГНИ МОСКВЫ""","105066,  г. Москва, ул.Новая Басманная, д.27",20
2330,45,17527912,1027739611151,2330,044599988,2/1/2013,"""Конгресс-Банк"" ОАО","129090, г. Москва, ул. Троицкая, д. 7, стр. 4",17
2337,01,27089962,1022200525786,2337,040173754,2/1/2013,"АКБ ""Зернобанк"" (ЗАО)","656056, Алтайский край, г.Барнаул, ул.Анатолия, 6",17
2347,45,17529288,1027739881091,2347,044585931,2/1/2013,"ООО КБ ""ПЛАТИНА""","123610,  г. Москва, Краснопресненская наб., дом 12",17
2364,75,32542275,1027400001166,2364,047501751,2/1/2013,"БАНК ""РЕЗЕРВ"" (ОАО)","454091, г.Челябинск, ул.Труда, д.64 ""А""",20
2368,45,20921624,1026000001796,2368,044552755,2/1/2013,"Инвестиционный Банк ""ВЕСТА"" (ООО)","119071, г. Москва, Ленинский проспект, д. 15А",18
2374,45,17529808,1027739461694,2374,044585124,2/1/2013,"ОАО ""НДБ""","115054, г. Москва, ул. Дубининская, д. 57, стр. 1",17
2377,80,27297123,1060200012685,2377,048073891,2/1/2013,"ОАО ""ИнвестКапиталБанк""","450077,  Российская Федерация, Республика Башкортостан, город Уфа, улица Достоевского, дом 100, корпус 1",31
2382,70,24718469,1027100000080,2382,047003729,2/1/2013,"ОАО БАНК ""ТУЛЬСКИЙ ПРОМЫШЛЕННИК""","300028, Тульская область, г.Тула, ул. Смидович, 18-б",20
2388,01,27068718,1022200526446,2388,040173725,2/1/2013,"АКБ ""АлтайБизнес-Банк"" (ОАО)","656049, г. Барнаул, просп. Ленина, 43",20
2390,64,27594329,1026500002286,2390,046401772,2/1/2013,"Банк ""ИТУРУП"" (ООО)","693000, Сахалинская область, г. Южно-Сахалинск, Коммунистический проспект, 32",17
2398,19,26781450,1022900001772,2398,041909769,2/1/2013,"Банк ""Северный Кредит"" (ОАО)","160000, Вологодская область, г. Вологда, ул. Герцена, д. 27",17
2401,45,27311900,1097711000034,2401,044585402,2/1/2013,"ОАО Банк ""Народный кредит""","119017, г. Москва, ул. Пятницкая, д.42, стр.1",24
2402,45,09610839,1027700565970,2402,044525204,2/1/2013,"ОАО АКБ ""ЕВРОФИНАНС МОСНАРБАНК""","121099,  г. Москва, ул. Новый Арбат, 29",17
2403,45,04879035,1027739137843,2403,044525226,2/1/2013,"АБ ""ГПБ-Ипотека"" (ОАО)","115446,  г. Москва, Коломенский проезд, д. 14",17
2404,45,17534059,1037700043732,2404,044585238,2/1/2013,"АКБ ""АПАБАНК"" (ЗАО)","125047,  г. Москва, 2-я Тверская-Ямская улица, дом 2",31
2407,82,25127339,1020500003941,2407,048209775,2/1/2013,"ООО КБ ""Избербаш""","368502, Республика Дагестан, г. Избербаш, ул. Маяковского, 139 ""б""",17
2410,45,17539329,1027700136408,2410,044599133,2/1/2013,"ОАО КБ ""ПФС-БАНК""","109147,  г. Москва, ул. Воронцовская, д. 27/35, стр. 1",17
2412,45,17534020,1027700508978,2412,044525986,2/1/2013,"ОАО АКБ ""Пробизнесбанк""","119285,  г. Москва, ул. Пудовкина, д. 3",17
2425,37,29715978,1024500002427,2425,043735844,2/1/2013,"ЗАСКБ ""НАДЕЖНОСТЬ"" ОАО","640000, г.Курган, ул.Гоголя, 37а",17
2428,36,21194221,1026300001860,2428,043601869,2/1/2013,"ООО ""ВСБ""","443041, г.Самара, ул. Садовая, 175",17
2433,45,17540261,1037739297881,2433,044585173,2/1/2013,"ОАО АКБ ""ПРОМИНВЕСТБАНК""","101000, Москва, ул. Маросейка, д. 9/2, стр. 1",18
2435,82,25127322,1020500000267,2435-К,048209870,2/1/2013,"ООО РНКО ""УМУТ""","368000, Республика Дагестан, г.Хасавюрт, ул.Калинина, 4.",17
2436,80,29792045,1020200001128,2436,048073917,2/1/2013,"""Мой Банк. Ипотека"" (ОАО)","450098, Республика Башкортостан, г. Уфа, Проспект Октября, 132/3",23
2438,45,17535975,1027739050833,2438,044585473,2/1/2013,"АКБ ""ГЛОБУС"" (ОАО)","115184,  г. Москва, ул. Бахрушина, д. 10, стр.1",29
2440,45,17535627,1027700218666,2440,044525176,2/1/2013,"ОАО АКБ ""Металлинвестбанк""","109074,  г. Москва, Славянская площадь, д. 2/5/4, строение 3",31
2443,65,25054072,1026600000195,2443,046577881,2/1/2013,"ОАО ""МЕТКОМБАНК""","623406, Свердловская обл., г. Каменск-Уральский, ул. Октябрьская, 36",31
2462,45,17538287,1037700006684,2462,044585159,2/1/2013,"АКБ  ""Онлайн Банк"" (ЗАО)","119048,  г. Москва, ул. Лужники, д. 24, стр. 9",17
2468,45,17541800,1027700429855,2468,044552772,2/1/2013,"АКБ ""Мосуралбанк"" (ЗАО)","115035, г. Москва, Раушская наб., д. 22, стр. 2",24
2469,45,17536503,1027739109276,2469,044585477,2/1/2013,"Банк ""Навигатор"" (ОАО)","119421, г. Москва, ул. Новаторов, д. 7А, корп. 2",31
2471,45,29720790,1022200527579,2471,044579647,2/1/2013,"ЗАО ""ПроБанк""","115172, г. Москва, Краснохолмская наб., 11, стр. 1",31
2480,66,25810912,1026700000018,2480,046614718,2/1/2013,"ОАО Банк ""Аскольд""","214000 г.Смоленск, ул. Докучаева, 5",18
2484,86,24855427,1021000000108,2484,048602746,2/1/2013,"ОАО Банк ""Онего""","185035, Республика Карелия, г. Петрозаводск, пр. К. Маркса, д.1",17
2490,45,17539789,1027739692727,2490,044585382,2/1/2013,"КБ ""ГЕНБАНК"" (ООО)","115184, г. Москва, Озерковская набережная, дом 12",26
2491,82,25127411,1020500000157,2491,048209797,2/1/2013,"ООО КБ ""Алжан""","367013, Республика Дагестан, г.Махачкала, ул.Юсупова, 38",17
2493,45,17537224,1027739067696,2493,044579879,2/1/2013,"ООО ""КБ ""МЕЖТРАСТБАНК""","127055,  г. Москва, ул. Образцова, д. 7",31
2494,45,29291308,1027739526935,2494,044525236,2/1/2013,"ЗАО ""БАНК КРЕДИТ СВИСС (МОСКВА)""","125009,  г. Москва, Романов  переулок,  д. 4, стр. 2",18
2495,45,17541355,1027739329375,2495,044525222,2/1/2013,"""ИНГ БАНК (ЕВРАЗИЯ) ЗАО""","127473,  г. Москва, ул. Краснопролетарская, д. 36",17
2499,25,27268481,1023800000245,2499,042520840,2/1/2013,"ООО ""Крона-Банк""","664007, Иркутская область, г. Иркутск, ул.Дзержинского,29",17
2503,45,17538732,1027700467300,2503,044583703,2/1/2013,"АКБ ""ЕИБ"" ЗАО","119049,  г. Москва, ул. Коровий Вал, д. 9",31
2506,45,17538910,1027700140753,2506,044585700,2/1/2013,"ООО ""банк Раунд""","121609,  г. Москва, ш. Рублевское, д. 28",17
2507,36,21217985,1026300001881,2507,043678838,2/1/2013,"АКБ ""Тольяттихимбанк"" (ЗАО)","445009, Самарская обл., г.Тольятти, ул.Горького, 96",17
2518,03,32293624,1022300003703,2518,040349722,2/1/2013,"КБ ""Кубань Кредит"" ООО","350000, г. Краснодар, ул. им. Орджоникидзе, дом № 46 / ул. Красноармейская, дом  № 32",22
2519,80,31233726,1020200000402,2519,048073809,2/1/2013,"ООО ""УралКапиталБанк""","450071, город Уфа, улица Рязанская, дом № 10",23
2524,45,21887160,1027700053776,2524,044552742,2/1/2013,"КБ ""МКБ"" (ОАО)","115280, г. Москва, Пересветов переулок, д. 2/3, подъезды №1,2",17
2529,89,27800243,1021300001029,2529,048952752,2/1/2013,"ОАО АКБ ""АКТИВ БАНК""","430005, г.Саранск, ул.Коммунистическая, 52",22
2530,40,31044988,1027800000942,2530,044030889,2/1/2013,"ЗАО ""ЭКСИ-Банк""","197376, Санкт-Петербург, ул. Профессора Попова, д. 23",17
2534,45,23618116,1025480001073,2534,044525732,2/1/2013,"ОАО КБ ""Пойд?м!""","121170, г. Москва, Кутузовский просп., 36, стр. 3",31
2537,45,17543756,1027739700548,2537,044585551,2/1/2013,"КБ ""ПРИСКО КАПИТАЛ БАНК"", ЗАО","123022,  г. Москва, Б. Предтеченский переулок, д.22",17
2539,71,23741354,1038605506906,2539,047144966,2/1/2013,"ОАО ""СИББИЗНЕСБАНК""","628426, Тюменская обл., Ханты-Мансийский автономный округ, г. Сургут, ул. Маяковского, 16/1",17
2542,36,42530114,1026300001980,2542,043678929,2/1/2013,"ЗАО ""ФИА-БАНК""","445037, Самарская обл., г. Тольятти,  Новый проезд, д.8",28
2543,45,17543992,1027739076144,2543,044579228,2/1/2013,КБ МКБ (ООО),"109004, г. Москва, ул. Таганская, дом 15, строение 1",31
2546,45,17541272,1027739075891,2546,044583162,2/1/2013,"ЗАО АКБ ""НОВИКОМБАНК""","119180,  г. Москва, Якиманская наб., д. 4/4 стр. 2",17
2547,60,31651866,1026103270214,2547,046015728,2/1/2013,"ОАО АКБ ""Капиталбанк""","344011, г. Ростов-на-Дону, пер. Доломановский, 70 ""д""",20
2548,45,17541958,1027739033453,2548,044579471,2/1/2013,"ЗАО ""МЕТРОБАНК""","121151, г. Москва, ул. Можайский вал, д. 8Б",17
2551,40,31029552,1027800000227,2551,044030852,2/1/2013,"ОАО ""ПСКБ""","191123, Санкт-Петербург, ул. Шпалерная, 42",31
2554,92,13001900,1021600000047,2554,049240801,2/1/2013,"ООО КБ ""Камский горизонт""","423834, Республика Татарстан, г.Набережные Челны, Московский проспект, д.120",17
2555,45,29294732,1027739068609,2555,044525448,2/1/2013,"АКБ ""ЯПЫ КРЕДИ БАНК МОСКВА"" (ЗАО)","115172,  г. Москва, Гончарная наб., д.1, стр.2",18
2557,45,29034830,1027700431296,2557,044525202,2/1/2013,"ЗАО КБ ""Ситибанк""","125047,  г. Москва, ул. Гашека, д. 8-10, стр. 1",18
2559,45,29287815,1037739412700,2559,044525116,2/1/2013,"""ЗЕРБАНК (Москва)"" (ЗАО)","109147,  г. Москва, ул.Марксистская, д.16",17
2562,45,17543549,1027700159442,2562,044525205,2/1/2013,"ОАО ""БИНБАНК""","121471,  г. Москва, ул.Гродненская, д.5а",31
2564,78,21666973,1027600000075,2564,047888728,2/1/2013,"ИКБР ""ЯРИНТЕРБАНК"" (ООО)","150000, г.Ярославль, ул.Собинова, д.30",23
2568,37,28968878,1024500000029,2568,043735830,2/1/2013,"ОАО АКИБ ""КУРГАН""","640000, г.Курган, ул.Гоголя, дом № 78",22
2571,45,17543398,1027739320003,2571,044552647,2/1/2013,"""ИНРЕСБАНК"" ООО","119019,  г. Москва, ул. Новый Арбат, д.5",28
2574,45,17546424,1027739153573,2574,044552554,2/1/2013,"АКБ ""ФЬЮЧЕР"" (ОАО)","107023,  г. Москва, ул. Электрозаводская, д. 20, стр. 11",17
2576,45,17544201,1037739429320,2576,044585109,2/1/2013,"КБ ""Гарант-Инвест"" (ЗАО)","127051, г. Москва, 1-ый Колобовский переулок, д. 23",17
2581,45,29284662,1037739299685,2581,044585106,2/1/2013,ЗАО Сберкред Банк,"123182,  г. Москва, ул. Живописная,  д. 46, стр. 8",23
2584,75,21553996,1027400000638,2584,047516949,2/1/2013,"""КУБ"" ОАО","455044, Челябинская область, г.Магнитогорск, ул.Гагарина, 17",31
2586,45,17544193,1027700035835,2586,044583762,2/1/2013,"ОАО ""ЮНИКОРБАНК""","129515, г. Москва, ул. 1-я Останкинская, д. 26",31
2589,45,17546631,1027739178972,2589,044552940,2/1/2013,"ОАО БАНК ""РОСТ""","109004, г. Москва, ул. Станиславского, д. 4, стр. 1",26
2590,92,13001745,1021600000124,2590,049205805,2/1/2013,"ОАО ""АК БАРС"" БАНК","420066, г.Казань, ул.Декабристов,1",20
2593,45,17226837,1025000004787,2593,044552288,2/1/2013,"ООО КБ ""Альба Альянс""","119019, г. Москва, Кремлевская набережная, д. 1, стр. 2",17
2594,45,29284722,1027739446349,2594,044525217,2/1/2013,"""Королевский Банк Шотландии"" ЗАО","125009,  г. Москва, ул. Большая Никитская, д. 17, стр. 1",17
2598,45,17546460,1117711000010,2598,044552518,2/1/2013,"ОАО Банк ""Западный""","117292,  г. Москва, ул. Профсоюзная, дом 8, корпус 1",26
2602,98,31452865,1031403918138,2602,049805770,2/1/2013,"АКБ ""Алмазэргиэнбанк"" ОАО","677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1",20
2607,45,29294382,1027739175859,2607,044579773,2/1/2013,"АКБ ""Кросна-банк"" (ОАО)","123557,  г. Москва, Пресненский Вал, д. 27",17
2609,52,23773638,1025500001163,2609,045279731,2/1/2013,"ОАО АКБ ""ИТ Банк""","644024, город Омск, улица Думская, дом 7",20
2611,40,31978076,1027800003505,2611,044030826,2/1/2013,"ОАО Банк ""Объединенный капитал""","194100, Санкт-Петербург, Б. Сампсониевский пр., д. 68, лит. Н",17
2617,45,17546938,1027739152737,2617,044579828,2/1/2013,"ООО КБ ""Банк Расчетов и Сбережений""","115114,  г. Москва, ул. Дербеневская, дом 20, строение 2",17
2620,45,29285242,1027739530785,2620,044579101,2/1/2013,"ЗАО КБ ""МБР-банк""","115184, г. Москва, ул. Большая Ордынка, д. 59, строение 2",17
2626,45,29284797,1027739206692,2626,044579776,2/1/2013,"АКБ ""ОБПИ"" (ОАО)","121069,  г. Москва, Мерзляковский пер., д. 20, строение 1",17
2632,81,31616551,1020300003460,2632,048142736,2/1/2013,"ОАО АК ""БайкалБанк""","670034, Республика Бурятия, г. Улан-Удэ, ул.Красноармейская,28",30
2638,80,32058509,1020200000083,2638,048073846,2/1/2013,"ООО ""ПромТрансБанк""","450008 , Республика Башкортостан, г. Уфа, ул.Ленина, 70",31
2644,45,28880304,1021100000030,2644,044552571,2/1/2013,"АКБ ""ГОРОД"" ЗАО","115280, г.Москва, 1-й Автозаводский проезд, д. 4, корп. 1",31
